fecha,producto,vendedor,ciudad,cantidad,monto
2025-07-30,Antena Sectorial,Carlos Pena,Cali,4,640123.0
2026-05-03,Repetidor Mesh,Marta Ruiz,Medellin,1,98465.0
2025-10-26,Switch 24P,Luis Gomez,Medellin,3,1069826.0
2025-12-05,Cable Utp Cat6,Luis Gomez,Medellin,7,1002529.0
2025-11-29,Router Wifi 6,Luis Gomez,Medellin,5,42675.0
2025-01-26,Cable Utp Cat6,Marta Ruiz,Bogota,8,163755.0
2025-01-10,Switch 24P,Marta Ruiz,Cali,8,186864.0
2026-04-06,Repetidor Mesh,Marta Ruiz,Barranquilla,4,215908.0
2025-04-21,Ont Fibra,Ana Torres,Medellin,6,142885.0
2025-07-13,Ont Fibra,Ana Torres,Medellin,4,423340.0
2025-07-19,Antena Sectorial,Luis Gomez,Barranquilla,7,359050.0
2026-02-18,Router Wifi 6,Carlos Pena,Bogota,5,334821.0
2026-07-06,Antena Sectorial,Ana Torres,Medellin,1,592267.0
2026-02-24,Repetidor Mesh,Marta Ruiz,Barranquilla,4,357693.0
2025-07-07,Antena Sectorial,Luis Gomez,Medellin,1,46265.0
2026-07-17,Ont Fibra,Ana Torres,Bogota,1,288713.0
2026-02-09,Antena Sectorial,Carlos Pena,Medellin,6,461378.0
2025-11-22,Ont Fibra,Ana Torres,Medellin,8,1474193.0
2025-11-30,Switch 24P,Marta Ruiz,Medellin,8,525102.0
2025-05-05,Antena Sectorial,Marta Ruiz,Medellin,5,509379.0
2026-07-08,Ont Fibra,Marta Ruiz,Medellin,2,816662.0
2026-08-13,Antena Sectorial,Ana Torres,Cali,8,198694.0
2026-04-04,Switch 24P,Luis Gomez,Cali,6,286237.0
2026-05-14,Repetidor Mesh,Marta Ruiz,Medellin,8,1526176.0
2025-01-28,Switch 24P,Carlos Pena,Medellin,7,293464.0
2025-04-18,Router Wifi 6,Carlos Pena,Cali,2,111856.0
2025-01-06,Repetidor Mesh,Luis Gomez,Medellin,5,241633.0
2026-05-20,Ont Fibra,Carlos Pena,Barranquilla,3,276710.0
2025-12-08,Switch 24P,Luis Gomez,Bogota,5,264353.0
2025-12-01,Ont Fibra,Ana Torres,Bucaramanga,1,157927.0
2025-07-28,Antena Sectorial,Ana Torres,Medellin,8,256144.0
2025-07-15,Switch 24P,Carlos Pena,Bogota,7,246332.0
2026-01-11,Router Wifi 6,Carlos Pena,Medellin,1,221194.0
2025-10-11,Router Wifi 6,Luis Gomez,Cali,4,98529.0
2025-04-08,Antena Sectorial,Luis Gomez,Barranquilla,7,208192.0
2025-05-06,Router Wifi 6,Carlos Pena,Medellin,5,253305.0
2026-07-18,Antena Sectorial,Luis Gomez,Medellin,1,342569.0
2026-08-05,Antena Sectorial,Marta Ruiz,Medellin,6,321709.0
2026-03-27,Cable Utp Cat6,Luis Gomez,Bogota,8,524818.0
2026-07-22,Cable Utp Cat6,Carlos Pena,Medellin,1,371740.0
2025-12-10,Router Wifi 6,Carlos Pena,Cali,1,331344.0
2026-05-05,Antena Sectorial,Carlos Pena,Medellin,8,261396.0
2026-02-14,Antena Sectorial,Ana Torres,Medellin,8,488420.0
2026-05-16,Cable Utp Cat6,Marta Ruiz,Bogota,7,649775.0
2025-03-23,Repetidor Mesh,Carlos Pena,Cali,6,162922.0
2026-07-25,Cable Utp Cat6,Ana Torres,Bogota,4,216389.0
2025-01-05,Repetidor Mesh,Marta Ruiz,Bucaramanga,6,371182.0
2025-03-21,Antena Sectorial,Marta Ruiz,Barranquilla,6,291741.0
2026-08-15,Router Wifi 6,Carlos Pena,Cali,3,696467.0
2026-04-05,Antena Sectorial,Luis Gomez,Medellin,3,877912.0
2026-05-28,Repetidor Mesh,Luis Gomez,Bucaramanga,8,766160.0
2025-04-24,Switch 24P,Marta Ruiz,Cali,7,196448.0
2025-05-07,Router Wifi 6,Ana Torres,Bogota,1,283659.0
2026-03-30,Switch 24P,Marta Ruiz,Bogota,1,212124.0
2025-09-09,Switch 24P,Carlos Pena,Barranquilla,6,256941.0
2025-07-05,Repetidor Mesh,Luis Gomez,Medellin,3,231785.0
2026-04-17,Antena Sectorial,Ana Torres,Cali,1,624988.0
2025-01-05,Switch 24P,Luis Gomez,Bogota,1,296832.0
2026-01-15,Ont Fibra,Luis Gomez,Medellin,5,541640.0
2025-12-29,Cable Utp Cat6,Ana Torres,Barranquilla,2,384328.0
2025-12-03,Antena Sectorial,Carlos Pena,Cali,3,285963.0
2026-04-26,Cable Utp Cat6,Marta Ruiz,Barranquilla,5,217557.0
2025-09-16,Ont Fibra,Luis Gomez,Bogota,6,143725.0
2025-09-30,Antena Sectorial,Luis Gomez,Medellin,5,138168.0
2026-01-12,Repetidor Mesh,Marta Ruiz,Barranquilla,6,297376.0
2026-07-31,Switch 24P,Ana Torres,Medellin,8,703948.0
2025-01-18,Ont Fibra,Ana Torres,Medellin,8,75090.0
2026-06-23,Antena Sectorial,Carlos Pena,Medellin,6,400661.0
2025-05-01,Router Wifi 6,Carlos Pena,Cali,5,862726.0
2025-08-15,Router Wifi 6,Ana Torres,Medellin,7,146132.0
2025-09-13,Router Wifi 6,Carlos Pena,Cali,1,326250.0
2025-12-15,Router Wifi 6,Marta Ruiz,Medellin,1,339460.0
2026-07-10,Antena Sectorial,Marta Ruiz,Bogota,5,276884.0
2025-12-07,Router Wifi 6,Carlos Pena,Bucaramanga,7,85785.0
2025-04-15,Router Wifi 6,Luis Gomez,Cali,3,206335.0
2026-02-19,Repetidor Mesh,Ana Torres,Medellin,2,613525.0
2025-10-06,Cable Utp Cat6,Carlos Pena,Medellin,6,258118.0
2026-02-13,Router Wifi 6,Luis Gomez,Medellin,3,285329.0
2026-02-22,Antena Sectorial,Marta Ruiz,Barranquilla,6,461905.0
2026-08-07,Switch 24P,Luis Gomez,Bogota,6,1066106.0
2026-01-25,Router Wifi 6,Marta Ruiz,Cali,4,1348748.0
2026-03-06,Cable Utp Cat6,Luis Gomez,Barranquilla,4,476968.0
2025-08-02,Repetidor Mesh,Carlos Pena,Barranquilla,4,100825.0
2025-06-25,Cable Utp Cat6,Marta Ruiz,Medellin,4,338274.0
2026-07-12,Switch 24P,Ana Torres,Bucaramanga,6,273113.0
2026-03-20,Ont Fibra,Ana Torres,Cali,5,268257.0
2025-11-15,Cable Utp Cat6,Marta Ruiz,Bogota,3,485903.0
2025-08-16,Antena Sectorial,Carlos Pena,Bogota,1,170086.0
2025-12-28,Switch 24P,Ana Torres,Medellin,8,287567.0
2025-12-05,Cable Utp Cat6,Ana Torres,Bogota,3,656328.0
2025-09-26,Cable Utp Cat6,Carlos Pena,Cali,3,93345.0
2025-10-12,Ont Fibra,Carlos Pena,Bogota,3,722237.0
2026-02-10,Router Wifi 6,Luis Gomez,Bogota,6,278580.0
2026-03-19,Ont Fibra,Ana Torres,Bogota,7,740690.0
2025-11-19,Repetidor Mesh,Carlos Pena,Medellin,3,422565.0
2025-10-12,Router Wifi 6,Marta Ruiz,Bogota,7,259058.0
2025-03-25,Switch 24P,Ana Torres,Barranquilla,2,358541.0
2026-03-12,Cable Utp Cat6,Carlos Pena,Medellin,1,845505.0
2026-04-02,Cable Utp Cat6,Luis Gomez,Cali,5,291782.0
2026-08-09,Router Wifi 6,Luis Gomez,Medellin,7,174040.0
2026-04-24,Cable Utp Cat6,Marta Ruiz,Bogota,8,632149.0
2026-03-18,Cable Utp Cat6,Luis Gomez,Bogota,4,286271.0
2026-06-12,Cable Utp Cat6,Ana Torres,Cali,3,512099.0
2025-06-24,Router Wifi 6,Ana Torres,Bogota,5,761363.0
2026-03-07,Ont Fibra,Luis Gomez,Bogota,7,118346.0
2025-06-19,Switch 24P,Luis Gomez,Cali,6,74297.0
2026-03-21,Cable Utp Cat6,Marta Ruiz,Medellin,1,1999974.0
