 Fecha ,Producto,Vendedor,Ciudad,Cantidad,MONTO
16/01/2025,Switch 24p,Carlos Pena,Cali,6,$ 211.796
28/05/2026,ONT Fibra,Marta Ruiz,Barranquilla,2,$ 471.237
24/08/2025,Repetidor mesh,Marta Ruiz,Medellin,1,-50.000
22/05/2025,Cable UTP Cat6,Ana Torres,Bogota,3,$ 90.302
05/03/2025,Switch 24p,Marta Ruiz,Cali,5,$ 301.430
27/07/2025,Cable UTP Cat6,Ana Torres,Medellin,2,$ 349.216
19/08/2025,Cable UTP Cat6,Marta Ruiz,Barranquilla,6,$ 508.677
14/09/2025,Switch 24p,Luis Gomez,Medellin,2,$ 298.114
21/08/2025,Cable UTP Cat6,Luis Gomez,Medellin,6,$ 215.518
13/11/2025,Cable UTP Cat6,Ana Torres,Bogota,6,$ 204.242
15/05/2026,Switch 24p,Marta Ruiz,Medellin,5,$ 1.031.053
05/01/2026,Repetidor mesh,Ana Torres,Bucaramanga,6,$ 400.939
06/02/2026,Cable UTP Cat6,Luis Gomez,Bogota,7,$ 479.613
10/04/2026,ONT Fibra,Luis Gomez,Barranquilla,2,$ 172.943
26/01/2025,Antena sectorial,Carlos Pena,Barranquilla,7,$ 144.131
04/08/2026,Cable UTP Cat6,Luis Gomez,Bucaramanga,3,$ 107.458
17/03/2026,ONT Fibra,ANA TORRES,Bogota,1,$ 186.336
25/03/2026,Repetidor mesh,Carlos Pena,Cali,5,$ 179.744
29/04/2025,Antena sectorial,Carlos Pena,Bucaramanga,4,$ 211.139
03/08/2026,Repetidor mesh,Marta Ruiz,Bucaramanga,4,$ 274.774
13/06/2026,Cable UTP Cat6,Marta Ruiz,Bucaramanga,3,$ 489.874
02/10/2025,ONT Fibra,Marta Ruiz,Bogota,3,$ 486.574
01/06/2026,Antena sectorial,Carlos Pena,Barranquilla,2,$ 1.179.105
16/07/2026,Switch 24p,Marta Ruiz,Medellin,7,$ 133.061
17/05/2025,Switch 24p,Carlos Pena,Bucaramanga,6,$ 125.487
17/07/2025,Cable UTP Cat6,Luis Gomez,Bogota,6,$ 680.653
27/01/2026,Antena sectorial,Marta Ruiz,Medellin,6,$ 336.661
13/08/2026,Antena sectorial,Ana Torres,Cali,6,$ 1.521.144
09/12/2025,Switch 24p,Carlos Pena,Medellin,5,$ 333.664
21/07/2026,Antena sectorial,Ana Torres,Medellin,1,$ 598.163
08/06/2026,ONT Fibra,Carlos Pena,Cali,6,$ 579.833
02/07/2026,Cable UTP Cat6,Marta Ruiz,Medellin,7,$ 108.503
19/12/2025,Router WiFi 6,Ana Torres,Cali,6,$ 330.331
19/08/2026,ONT Fibra,Luis Gomez,Medellin,2,$ 169.620
25/11/2025,Antena sectorial,Luis Gomez,Medellin,3,$ 618.044
30/06/2026,Cable UTP Cat6,Luis Gomez,Bogota,3,$ 1.330.280
26/06/2026,Switch 24p,Carlos Pena,Medellin,4,$ 130.791
03/04/2025,Router WiFi 6,Carlos Pena,Bogota,1,$ 98.499
13/02/2025,ONT Fibra,Marta Ruiz,Bogota,6,$ 353.422
08/04/2026,Repetidor mesh,Ana Torres,Medellin,7,$ 318.509
22/01/2025,Repetidor mesh,Carlos Pena,Bogota,8,$ 45.365
12/03/2025,Repetidor mesh,Ana Torres,Bucaramanga,7,$ 245.191
23/12/2025,Antena sectorial,Marta Ruiz,Barranquilla,2,$ 237.080
30/01/2026,Cable UTP Cat6,Marta Ruiz,Medellin,3,$ 490.278
22/02/2026,Repetidor mesh,Ana Torres,Cali,4,$ 664.743
04/06/2026,Cable UTP Cat6,Ana Torres,Cali,2,$ 635.003
16/12/2025,Switch 24p,Luis Gomez,Cali,5,$ 226.037
03/09/2025,Repetidor mesh,Ana Torres,Medellin,1,$ 352.889
29/07/2025,Repetidor mesh,Ana Torres,Medellin,5,$ 144.594
10/02/2026,Repetidor mesh,Marta Ruiz,Barranquilla,4,$ 102.510
21/06/2025,Cable UTP Cat6,Ana Torres,Medellin,4,$ 885.281
01/01/2026,ONT Fibra,Carlos Pena,Medellin,2,$ 271.496
20/11/2025,Repetidor mesh,Luis Gomez,Bucaramanga,1,$ 343.928
24/10/2025,Antena sectorial,Luis Gomez,Medellin,8,$ 166.946
10/03/2026,Router WiFi 6,Ana Torres,Medellin,4,$ 259.847
17/11/2025,Antena sectorial,Luis Gomez,Bucaramanga,3,$ 141.596
19/01/2025,Cable UTP Cat6,Marta Ruiz,Barranquilla,7,$ 115.605
15/02/2025,Repetidor mesh,Carlos Pena,Medellin,4,$ 334.127
13/04/2025,Router WiFi 6,Ana Torres,Medellin,1,$ 647.194
21/11/2025,ONT Fibra,Luis Gomez,Bucaramanga,8,$ 365.637
02/05/2026,Switch 24p,Marta Ruiz,Medellin,4,$ 386.903
15/07/2026,Router WiFi 6,Ana Torres,Cali,3,$ 275.231
10/06/2026,Switch 24p,Luis Gomez,Bucaramanga,4,$ 293.329
24/06/2025,Switch 24p,Carlos Pena,Medellin,6,$ 367.133
08/02/2025,Antena sectorial,Luis Gomez,Medellin,2,$ 319.946
31/02/2025,Antena sectorial,Marta Ruiz,Bogota,7,$ 305.005
29/04/2025,Cable UTP Cat6,Ana Torres,Medellin,1,$ 284.342
28/01/2025,Router WiFi 6,Carlos Pena,Cali,3,$ 164.040
03/05/2025,Repetidor mesh,Ana Torres,Bogota,2,$ 394.625
31/03/2026,Antena sectorial,Carlos Pena,Bogota,3,$ 439.654
10/05/2026,Router WiFi 6,Luis Gomez,Barranquilla,3,$ 301.670
25/03/2025,Cable UTP Cat6,Ana Torres,Medellin,7,$ 331.900
06/07/2025,Repetidor mesh,Luis Gomez,Bogota,5,$ 585.601
03/02/2025,Cable UTP Cat6,Luis Gomez,Bucaramanga,2,
23/07/2025,Cable UTP Cat6,Luis Gomez,Bogota,2,$ 1.029.126
24/02/2025,Repetidor mesh,Carlos Pena,Barranquilla,5,$ 238.880
28/04/2026,ONT Fibra,Luis Gomez,Bogota,6,$ 241.223
06/09/2025,ONT Fibra,Ana Torres,Medellin,7,$ 643.536
25/05/2025,Repetidor mesh,Luis Gomez,Medellin,2,$ 93.561
01/07/2025,Router WiFi 6,Marta Ruiz,Medellin,1,$ 743.537
30/07/2025,Antena sectorial,Carlos Pena,Cali,4,$ 640.123
03/05/2026,Repetidor mesh,Marta Ruiz,Medellin,1,$ 98.465
26/10/2025,Switch 24p,Luis Gomez,Medellin,3,$ 1.069.826
05/12/2025,Cable UTP Cat6,Luis Gomez,Medellin,7,$ 1.002.529
29/11/2025,Router WiFi 6,Luis Gomez,Medellin,5,$ 42.675
26/01/2025,Cable UTP Cat6,Marta Ruiz,Bogota,8,$ 163.755
10/01/2025,Switch 24p,Marta Ruiz,Cali,8,$ 186.864
06/04/2026,Repetidor mesh,Marta Ruiz,Barranquilla,4,$ 215.908
21/04/2025,ONT Fibra,Ana Torres,Medellin,6,$ 142.885
13/07/2025,ONT Fibra,Ana Torres,Medellin,4,$ 423.340
19/07/2025,Antena sectorial,Luis Gomez,Barranquilla,7,$ 359.050
18/02/2026,Router WiFi 6,Carlos Pena,Bogota,5,$ 334.821
06/07/2026,Antena sectorial,Ana Torres,Medellin,1,$ 592.267
24/02/2026,Repetidor mesh,Marta Ruiz,Barranquilla,4,$ 357.693
07/07/2025,Antena sectorial,Luis Gomez,Medellin,1,$ 46.265
17/07/2026,ONT Fibra,Ana Torres,Bogota,1,$ 288.713
09/02/2026,Antena sectorial,Carlos Pena,Medellin,6,$ 461.378
22/11/2025,ONT Fibra,Ana Torres,Medellin,8,$ 1.474.193
30/11/2025,Switch 24p,Marta Ruiz,Medellin,8,$ 525.102
05/05/2025,Antena sectorial,Marta Ruiz,Medellin,5,$ 509.379
08/07/2026,ONT Fibra,Marta Ruiz,Medellin,2,$ 816.662
13/08/2026,Antena sectorial,Ana Torres,Cali,8,$ 198.694
04/04/2026,Switch 24p,Luis Gomez,Cali,6,$ 286.237
14/05/2026,Repetidor mesh,Marta Ruiz,Medellin,8,$ 1.526.176
28/01/2025,Switch 24p,Carlos Pena,Medellin,7,$ 293.464
18/04/2025,Router WiFi 6,Carlos Pena,Cali,2,$ 111.856
06/01/2025,Repetidor mesh,Luis Gomez,Medellin,5,$ 241.633
20/05/2026,ONT Fibra,Carlos Pena,Barranquilla,3,$ 276.710
08/12/2025,Switch 24p,Luis Gomez,Bogota,5,$ 264.353
01/12/2025,ONT Fibra,Ana Torres,Bucaramanga,1,$ 157.927
28/07/2025,Antena sectorial,Ana Torres,Medellin,8,$ 256.144
15/07/2025,Switch 24p,Carlos Pena,Bogota,7,$ 246.332
11/01/2026,Router WiFi 6,Carlos Pena,Medellin,1,$ 221.194
06/10/2025,Cable UTP Cat6,Luis Gomez,Medellin,3,$ 275.820
11/10/2025,Router WiFi 6,Luis Gomez,Cali,4,$ 98.529
08/04/2025,Antena sectorial,Luis Gomez,Barranquilla,7,$ 208.192
02/06/2025,Repetidor mesh,Carlos Pena,Medellin,1,$ 470.912
06/05/2025,Router WiFi 6,Carlos Pena,Medellin,5,$ 253.305
18/07/2026,Antena sectorial,Luis Gomez,Medellin,1,$ 342.569
05/08/2026,Antena sectorial,Marta Ruiz,Medellin,6,$ 321.709
27/03/2026,Cable UTP Cat6,Luis Gomez,Bogota,8,$ 524.818
22/07/2026,Cable UTP Cat6,Carlos Pena,Medellin,1,$ 371.740
10/12/2025,Router WiFi 6,Carlos Pena,Cali,1,$ 331.344
05/05/2026,Antena sectorial,Carlos Pena,Medellin,8,$ 261.396
14/02/2026,Antena sectorial,Ana Torres,Medellin,8,$ 488.420
16/05/2026,Cable UTP Cat6,Marta Ruiz,Bogota,7,$ 649.775
23/03/2025,Repetidor mesh,Carlos Pena,Cali,6,$ 162.922
25/07/2026,Cable UTP Cat6,Ana Torres,Bogota,4,$ 216.389
05/01/2025,Repetidor mesh,MARTA RUIZ,Bucaramanga,6,$ 371.182
21/03/2025,Antena sectorial,Marta Ruiz,Barranquilla,6,$ 291.741
15/08/2026,Router WiFi 6,Carlos Pena,Cali,3,$ 696.467
05/04/2026,Antena sectorial,Luis Gomez,Medellin,3,$ 877.912
28/05/2026,Repetidor mesh,Luis Gomez,Bucaramanga,8,$ 766.160
24/04/2025,Switch 24p,Marta Ruiz,Cali,7,$ 196.448
07/05/2025,Router WiFi 6,Ana Torres,Bogota,1,$ 283.659
30/03/2026,Switch 24p,Marta Ruiz,Bogota,1,$ 212.124
09/09/2025,Switch 24p,Carlos Pena,Barranquilla,6,$ 256.941
05/07/2025,Repetidor mesh,Luis Gomez,Medellin,3,$ 231.785
17/04/2026,Antena sectorial,Ana Torres,Cali,1,$ 624.988
05/01/2025,Switch 24p,Luis Gomez,Bogota,1,$ 296.832
15/01/2026,ONT Fibra,Luis Gomez,Medellin,5,$ 541.640
29/12/2025,Cable UTP Cat6,Ana Torres,Barranquilla,2,$ 384.328
03/12/2025,Antena sectorial,Carlos Pena,Cali,3,$ 285.963
26/04/2026,Cable UTP Cat6,Marta Ruiz,Barranquilla,5,$ 217.557
16/09/2025,ONT Fibra,Luis Gomez,Bogota,6,$ 143.725
30/09/2025,Antena sectorial,Luis Gomez,Medellin,5,$ 138.168
12/01/2026,Repetidor mesh,Marta Ruiz,Barranquilla,6,$ 297.376
31/07/2026,Switch 24p,Ana Torres,Medellin,8,$ 703.948
18/01/2025,ONT Fibra,Ana Torres,Medellin,8,$ 75.090
23/06/2026,Antena sectorial,Carlos Pena,Medellin,6,$ 400.661
01/05/2025,Router WiFi 6,Carlos Pena,Cali,5,$ 862.726
15/08/2025,Router WiFi 6,Ana Torres,Medellin,7,$ 146.132
13/09/2025,Router WiFi 6,Carlos Pena,Cali,1,$ 326.250
01/01/2026,Repetidor mesh,Ana Torres,Medellin,1,-50.000
28/04/2025,Cable UTP Cat6,Ana Torres,Medellin,7,
15/12/2025,Router WiFi 6,Marta Ruiz,Medellin,1,$ 339.460
10/07/2026,Antena sectorial,Marta Ruiz,Bogota,5,$ 276.884
07/12/2025,Router WiFi 6,Carlos Pena,Bucaramanga,7,$ 85.785
15/04/2025,Router WiFi 6,Luis Gomez,Cali,3,$ 206.335
19/02/2026,Repetidor mesh,Ana Torres,Medellin,2,$ 613.525
06/10/2025,Cable UTP Cat6,Carlos Pena,Medellin,6,$ 258.118
13/02/2026,Router WiFi 6,Luis Gomez,Medellin,3,$ 285.329
22/02/2026,Antena sectorial,Marta Ruiz,Barranquilla,6,$ 461.905
07/08/2026,Switch 24p,LUIS GOMEZ,Bogota,6,$ 1.066.106
25/01/2026,Router WiFi 6,Marta Ruiz,Cali,4,$ 1.348.748
28/07/2026,Repetidor mesh,Marta Ruiz,Medellin,2,$ 799.342
06/03/2026,Cable UTP Cat6,Luis Gomez,Barranquilla,4,$ 476.968
02/08/2025,Repetidor mesh,Carlos Pena,Barranquilla,4,$ 100.825
25/06/2025,Cable UTP Cat6,Marta Ruiz,Medellin,4,$ 338.274
12/07/2026,Switch 24p,Ana Torres,Bucaramanga,6,$ 273.113
20/03/2026,ONT Fibra,Ana Torres,Cali,5,$ 268.257
15/11/2025,Cable UTP Cat6,Marta Ruiz,Bogota,3,$ 485.903
16/08/2025,Antena sectorial,Carlos Pena,Bogota,1,$ 170.086
28/12/2025,Switch 24p,Ana Torres,Medellin,8,$ 287.567
05/12/2025,Cable UTP Cat6,Ana Torres,Bogota,3,$ 656.328
26/09/2025,Cable UTP Cat6,Carlos Pena,Cali,3,$ 93.345
12/10/2025,ONT Fibra,Carlos Pena,Bogota,3,$ 722.237
10/02/2026,Router WiFi 6,Luis Gomez,Bogota,6,$ 278.580
19/03/2026,ONT Fibra,Ana Torres,Bogota,7,$ 740.690
19/11/2025,Repetidor mesh,Carlos Pena,Medellin,3,$ 422.565
12/10/2025,Router WiFi 6,Marta Ruiz,Bogota,7,$ 259.058
25/03/2025,Switch 24p,Ana Torres,Barranquilla,2,$ 358.541
12/03/2026,Cable UTP Cat6,Carlos Pena,Medellin,1,$ 845.505
02/04/2026,Cable UTP Cat6,Luis Gomez,Cali,5,$ 291.782
09/08/2026,Router WiFi 6,Luis Gomez,Medellin,7,$ 174.040
24/04/2026,Cable UTP Cat6,Marta Ruiz,Bogota,8,$ 632.149
18/03/2026,Cable UTP Cat6,Luis Gomez,Bogota,4,$ 286.271
12/06/2026,Cable UTP Cat6,Ana Torres,Cali,3,$ 512.099
24/06/2025,Router WiFi 6,Ana Torres,Bogota,5,$ 761.363
07/03/2026,ONT Fibra,Luis Gomez,Bogota,7,$ 118.346
19/06/2025,Switch 24p,Luis Gomez,Cali,6,$ 74.297
21/03/2026,Cable UTP Cat6,Marta Ruiz,Medellin,1,$ 1.999.974
08/08/2026,Cable UTP Cat6,Marta Ruiz,Medellin,4,$ 731.077
